Tanggal,Pintu Masuk,Jumlah Kunjungan
2011-08-01,Tanjung Pinang,7858.0
2011-08-01,Nanga Badau,
2011-08-01,Entikong,2643.0
2011-08-01,Batam,84918.0
2011-08-01,Lainnya,35205.0
2011-08-01,Jayapura,
2011-08-01,Jumlah (A+B+C),585547.0
2011-08-01,Pintu Darat Lainnya,
2011-09-01,A. Pintu Udara,471222.0
2011-09-01,Ngurah Rai,252855.0
2011-09-01,Soekarno-Hatta,169777.0
2011-09-01,Juanda,14264.0
2011-09-01,Kualanamu,14517.0
2011-09-01,Husein Sastranegara,6916.0
2011-09-01,Adi Sucipto,2672.0
2011-09-01,Pintu Udara Lainnya,2729.0
2011-09-01,Sam Ratulangi,1927.0
2011-09-01,Minangkabau,1903.0
2011-09-01,Sultan Syarif Kasim II,1482.0
2011-09-01,Sultan Iskandar Muda,
2011-09-01,Ahmad Yani,
2011-09-01,Supadio,
2011-09-01,Hasanuddin,964.0
2011-09-01,Bandara Int. Lombok,1216.0
2011-09-01,Sultan Badaruddin II,
2011-09-01,Tanjung Benoa,
2011-09-01,B. Pintu Laut,136953.0
2011-09-01,Jayapura,
2011-09-01,Pintu Laut Lainnya,4972.0
2011-09-01,Tanjung Uban,25208.0
2011-09-01,Tanjung Pinang,7849.0
2011-09-01,Tanjung Balai Karimun,8355.0
2011-09-01,C. Pintu Darat,1759.0
2011-09-01,Batam,90569.0
2011-09-01,Tanjung Mas,
2011-09-01,Entikong,1759.0
2011-09-01,Aruk,
2011-09-01,Nanga Badau,
2011-09-01,Pintu Darat Lainnya,
2011-09-01,Jumlah (A+B+C),609934.0
2011-09-01,Lainnya,39526.0
2011-09-01,Total,649460.0
2011-09-01,Atambua,
2011-10-01,Adi Sucipto,3417.0
2011-10-01,Ngurah Rai,244421.0
2011-10-01,Soekarno-Hatta,175068.0
2011-10-01,Juanda,15406.0
2011-10-01,Kualanamu,15392.0
2011-10-01,Husein Sastranegara,9126.0
2011-10-01,Bandara Int. Lombok,1629.0
2011-10-01,Pintu Udara Lainnya,2729.0
2011-10-01,Minangkabau,1799.0
2011-10-01,Sultan Syarif Kasim II,1485.0
2011-10-01,Sultan Iskandar Muda,
2011-10-01,Ahmad Yani,
2011-10-01,Supadio,
2011-10-01,Hasanuddin,1178.0
2011-10-01,Sultan Badaruddin II,
2011-10-01,A. Pintu Udara,473750.0
2011-10-01,B. Pintu Laut,143100.0
2011-10-01,Sam Ratulangi,2100.0
2011-10-01,Atambua,
2011-10-01,Batam,95250.0
2011-10-01,Tanjung Pinang,7483.0
2011-10-01,Tanjung Balai Karimun,8090.0
2011-10-01,Tanjung Benoa,
2011-10-01,Tanjung Mas,
2011-10-01,C. Pintu Darat,1506.0
2011-10-01,Jayapura,
2011-10-01,Pintu Laut Lainnya,5180.0
2011-10-01,Entikong,1506.0
2011-10-01,Aruk,
2011-10-01,Pintu Darat Lainnya,
2011-10-01,Jumlah (A+B+C),618356.0
2011-10-01,Lainnya,37300.0
2011-10-01,Total,655656.0
2011-10-01,Tanjung Uban,27097.0
2011-10-01,Nanga Badau,
2011-11-01,Adi Sucipto,4851.0
2011-11-01,Ngurah Rai,220341.0
2011-11-01,Soekarno-Hatta,171215.0
2011-11-01,Juanda,18650.0
2011-11-01,B. Pintu Laut,151406.0
2011-11-01,Husein Sastranegara,11155.0
2011-11-01,Kualanamu,19907.0
2011-11-01,Bandara Int. Lombok,1368.0
2011-11-01,Sultan Syarif Kasim II,2214.0
2011-11-01,Sultan Iskandar Muda,
2011-11-01,A. Pintu Udara,459210.0
2011-11-01,Ahmad Yani,
2011-11-01,Supadio,
2011-11-01,Hasanuddin,1615.0
2011-11-01,Sultan Badaruddin II,
2011-11-01,Minangkabau,3740.0
2011-11-01,Pintu Udara Lainnya,2729.0
2011-11-01,Pintu Laut Lainnya,6980.0
2011-11-01,Batam,100404.0
2011-11-01,Tanjung Pinang,9969.0
2011-11-01,Tanjung Balai Karimun,8628.0
2011-11-01,Tanjung Benoa,
2011-11-01,Tanjung Mas,
2011-11-01,C. Pintu Darat,2269.0
2011-11-01,Total,654276.0
2011-11-01,Aruk,
2011-11-01,Sam Ratulangi,1425.0
2011-11-01,Entikong,2269.0
2011-11-01,Nanga Badau,
2011-11-01,Pintu Darat Lainnya,
2011-11-01,Jumlah (A+B+C),612885.0
2011-11-01,Lainnya,41391.0
2011-11-01,Tanjung Uban,25425.0
2011-11-01,Jayapura,
2011-11-01,Atambua,
2011-12-01,Ngurah Rai,248336.0
2011-12-01,Juanda,16883.0
2011-12-01,Kualanamu,22296.0
2011-12-01,Husein Sastranegara,12380.0
2011-12-01,Adi Sucipto,3897.0
2011-12-01,Bandara Int. Lombok,1703.0
2011-12-01,Ahmad Yani,
2011-12-01,Sultan Syarif Kasim II,2164.0
2011-12-01,Sultan Iskandar Muda,
2011-12-01,A. Pintu Udara,479549.0
2011-12-01,Supadio,
2011-12-01,Hasanuddin,1513.0
2011-12-01,Pintu Udara Lainnya,2729.0
2011-12-01,Total,723856.0
2011-12-01,Minangkabau,3254.0
2011-12-01,Lainnya,48542.0
2011-12-01,Soekarno-Hatta,162787.0
2011-12-01,Sultan Badaruddin II,
2011-12-01,Sam Ratulangi,1607.0
2011-12-01,Tanjung Uban,34210.0
2011-12-01,Tanjung Pinang,12188.0
2011-12-01,Tanjung Balai Karimun,10512.0
2011-12-01,Tanjung Benoa,
2011-12-01,Pintu Laut Lainnya,5317.0
2011-12-01,Jumlah (A+B+C),675314.0
2011-12-01,Jayapura,
2011-12-01,Tanjung Mas,
2011-12-01,Entikong,3380.0
2011-12-01,Aruk,
2011-12-01,Nanga Badau,
2011-12-01,Pintu Darat Lainnya,
2011-12-01,Batam,130158.0
2011-12-01,C. Pintu Darat,3380.0
2011-12-01,B. Pintu Laut,192385.0
2011-12-01,Atambua,
2012-01-01,Adi Sucipto,3795.0
2012-01-01,B. Pintu Laut,157604.0
2012-01-01,Soekarno-Hatta,156654.0
2012-01-01,Juanda,14200.0
2012-01-01,Kualanamu,15384.0
2012-01-01,Husein Sastranegara,9600.0
2012-01-01,Bandara Int. Lombok,1230.0
2012-01-01,Pintu Udara Lainnya,2639.0
2012-01-01,Ngurah Rai,249728.0
2012-01-01,Sultan Syarif Kasim II,1408.0
2012-01-01,Sultan Iskandar Muda,
2012-01-01,Ahmad Yani,
2012-01-01,Supadio,
2012-01-01,Hasanuddin,1064.0
2012-01-01,Sultan Badaruddin II,
2012-01-01,Sam Ratulangi,1827.0
2012-01-01,Minangkabau,2502.0
2012-01-01,C. Pintu Darat,2324.0
2012-01-01,Entikong,2324.0
2012-01-01,A. Pintu Udara,460031.0
2012-01-01,Tanjung Pinang,9524.0
2012-01-01,Tanjung Balai Karimun,9455.0
2012-01-01,Tanjung Benoa,
2012-01-01,Tanjung Mas,
2012-01-01,Pintu Laut Lainnya,5449.0
2012-01-01,Jayapura,
2012-01-01,Batam,102630.0
2012-01-01,Atambua,
2012-01-01,Aruk,
2012-01-01,Nanga Badau,
2012-01-01,Pintu Darat Lainnya,
2012-01-01,Jumlah (A+B+C),619959.0
2012-01-01,Lainnya,32733.0
2012-01-01,Total,652692.0
2012-01-01,Tanjung Uban,30546.0
2012-02-01,B. Pintu Laut,125930.0
2012-02-01,Ngurah Rai,209160.0
2012-02-01,Soekarno-Hatta,154698.0
2012-02-01,Juanda,14290.0
2012-02-01,Kualanamu,14843.0
2012-02-01,Husein Sastranegara,10667.0
2012-02-01,Adi Sucipto,3447.0
2012-02-01,Sultan Syarif Kasim II,1720.0
2012-02-01,A. Pintu Udara,417115.0
2012-02-01,Minangkabau,2561.0
2012-02-01,Sultan Iskandar Muda,
2012-02-01,Ahmad Yani,
2012-02-01,Supadio,
2012-02-01,Hasanuddin,1048.0
2012-02-01,Pintu Udara Lainnya,2639.0
2012-02-01,Bandara Int. Lombok,871.0
2012-02-01,Sultan Badaruddin II,
2012-02-01,Sam Ratulangi,1171.0
2012-02-01,Atambua,
2012-02-01,Batam,83089.0
2012-02-01,Tanjung Uban,23440.0
2012-02-01,Tanjung Pinang,6869.0
2012-02-01,Tanjung Balai Karimun,8123.0
2012-02-01,Tanjung Benoa,
2012-02-01,Pintu Laut Lainnya,4409.0
2012-02-01,C. Pintu Darat,1787.0
2012-02-01,Tanjung Mas,
2012-02-01,Nanga Badau,
2012-02-01,Entikong,1787.0
2012-02-01,Aruk,
2012-02-01,Pintu Darat Lainnya,
2012-02-01,Jumlah (A+B+C),544832.0
2012-02-01,Lainnya,46851.0
2012-02-01,Total,591683.0
2012-02-01,Jayapura,
2012-03-01,Adi Sucipto,4253.0
2012-03-01,Ngurah Rai,222950.0
2012-03-01,Soekarno-Hatta,165927.0
2012-03-01,Juanda,16257.0
2012-03-01,Kualanamu,19228.0
2012-03-01,Husein Sastranegara,13101.0
2012-03-01,Bandara Int. Lombok,1348.0
2012-03-01,Sultan Badaruddin II,
2012-03-01,Pintu Udara Lainnya,2639.0
2012-03-01,Minangkabau,3147.0
2012-03-01,Sultan Syarif Kasim II,2099.0
2012-03-01,Sultan Iskandar Muda,
2012-03-01,Ahmad Yani,
2012-03-01,Supadio,
2012-03-01,Hasanuddin,1277.0
2012-03-01,A. Pintu Udara,453805.0
2012-03-01,Sam Ratulangi,1579.0
2012-03-01,C. Pintu Darat,2121.0
2012-03-01,Atambua,
2012-03-01,Tanjung Uban,28471.0
2012-03-01,Tanjung Pinang,9841.0
2012-03-01,Tanjung Balai Karimun,10107.0
2012-03-01,Tanjung Benoa,
2012-03-01,Tanjung Mas,
2012-03-01,Pintu Laut Lainnya,5763.0
2012-03-01,Jayapura,
2012-03-01,B. Pintu Laut,157808.0
2012-03-01,Entikong,2121.0
2012-03-01,Aruk,
2012-03-01,Batam,103626.0
2012-03-01,Pintu Darat Lainnya,
2012-03-01,Jumlah (A+B+C),613734.0
2012-03-01,Lainnya,43544.0
2012-03-01,Total,657278.0
2012-03-01,Nanga Badau,
2012-04-01,Ngurah Rai,222657.0
2012-04-01,Soekarno-Hatta,161005.0
2012-04-01,Juanda,16061.0
2012-04-01,Kualanamu,16383.0
2012-04-01,Husein Sastranegara,12639.0
2012-04-01,Adi Sucipto,4505.0
2012-04-01,Pintu Udara Lainnya,2639.0
2012-04-01,Sultan Iskandar Muda,
2012-04-01,Minangkabau,2665.0
2012-04-01,Sultan Syarif Kasim II,1701.0
2012-04-01,Ahmad Yani,
2012-04-01,Supadio,
2012-04-01,Hasanuddin,1192.0
2012-04-01,Bandara Int. Lombok,1482.0
2012-04-01,A. Pintu Udara,444598.0
2012-04-01,Sam Ratulangi,1669.0
2012-04-01,Sultan Badaruddin II,
2012-04-01,Total,625217.0
2012-04-01,B. Pintu Laut,142636.0
2012-04-01,Tanjung Pinang,8734.0
2012-04-01,Tanjung Balai Karimun,8545.0
2012-04-01,Tanjung Benoa,
2012-04-01,Tanjung Mas,
2012-04-01,Pintu Laut Lainnya,5760.0
2012-04-01,C. Pintu Darat,1503.0
2012-04-01,Aruk,
2012-04-01,Tanjung Uban,25784.0
2012-04-01,Entikong,1503.0
2012-04-01,Nanga Badau,
2012-04-01,Pintu Darat Lainnya,
2012-04-01,Jumlah (A+B+C),588737.0
2012-04-01,Lainnya,36480.0
2012-04-01,Batam,93813.0
2012-04-01,Jayapura,
2012-04-01,Atambua,
2012-05-01,A. Pintu Udara,469019.0
2012-05-01,Ngurah Rai,220508.0
2012-05-01,Soekarno-Hatta,185932.0
2012-05-01,Juanda,17017.0
2012-05-01,Husein Sastranegara,12597.0
2012-05-01,Adi Sucipto,4925.0
2012-05-01,Kualanamu,18074.0
2012-05-01,Sultan Iskandar Muda,
2012-05-01,Minangkabau,2615.0
2012-05-01,Sultan Syarif Kasim II,1289.0
2012-05-01,Ahmad Yani,
2012-05-01,Supadio,
2012-05-01,Hasanuddin,1039.0
2012-05-01,Bandara Int. Lombok,942.0
2012-05-01,Pintu Udara Lainnya,2639.0
2012-05-01,Sam Ratulangi,1442.0
2012-05-01,Sultan Badaruddin II,
2012-05-01,B. Pintu Laut,141789.0
2012-05-01,Total,648925.0
2012-05-01,Tanjung Pinang,8780.0
2012-05-01,Tanjung Balai Karimun,9399.0
2012-05-01,Tanjung Benoa,
2012-05-01,Tanjung Mas,
2012-05-01,Pintu Laut Lainnya,4995.0
2012-05-01,C. Pintu Darat,1973.0
2012-05-01,Aruk,
2012-05-01,Tanjung Uban,24498.0
2012-05-01,Entikong,1973.0
2012-05-01,Nanga Badau,
2012-05-01,Pintu Darat Lainnya,
2012-05-01,Jumlah (A+B+C),612781.0
2012-05-01,Lainnya,36144.0
2012-05-01,Batam,94117.0
2012-05-01,Jayapura,
2012-05-01,Atambua,
2012-06-01,Ngurah Rai,241108.0
2012-06-01,Soekarno-Hatta,169682.0
2012-06-01,Juanda,17503.0
2012-06-01,Kualanamu,16634.0
2012-06-01,Husein Sastranegara,15417.0
2012-06-01,Adi Sucipto,4444.0
2012-06-01,Pintu Udara Lainnya,2639.0
2012-06-01,Sultan Iskandar Muda,
2012-06-01,Minangkabau,2760.0
2012-06-01,Sultan Syarif Kasim II,1680.0
2012-06-01,Ahmad Yani,
2012-06-01,Supadio,
2012-06-01,Hasanuddin,1041.0
2012-06-01,Bandara Int. Lombok,1384.0
2012-06-01,A. Pintu Udara,475928.0
2012-06-01,Sam Ratulangi,1636.0
2012-06-01,Sultan Badaruddin II,
2012-06-01,Total,694466.0
2012-06-01,B. Pintu Laut,176875.0
2012-06-01,Tanjung Uban,32780.0
2012-06-01,Tanjung Pinang,11174.0
2012-06-01,Tanjung Balai Karimun,10521.0
2012-06-01,Tanjung Benoa,
2012-06-01,Tanjung Mas,
2012-06-01,C. Pintu Darat,2514.0
2012-06-01,Batam,117049.0
2012-06-01,Pintu Laut Lainnya,5351.0
2012-06-01,Entikong,2514.0
2012-06-01,Aruk,
2012-06-01,Nanga Badau,
2012-06-01,Pintu Darat Lainnya,
2012-06-01,Jumlah (A+B+C),655317.0
2012-06-01,Lainnya,39149.0
2012-06-01,Jayapura,
2012-06-01,Atambua,
2012-07-01,A. Pintu Udara,520409.0
2012-07-01,Ngurah Rai,271371.0
2012-07-01,Soekarno-Hatta,190320.0
2012-07-01,Juanda,16036.0
2012-07-01,Kualanamu,15851.0
2012-07-01,Husein Sastranegara,11642.0
2012-07-01,Adi Sucipto,4520.0
2012-07-01,Sultan Syarif Kasim II,1629.0
2012-07-01,Sam Ratulangi,1763.0
2012-07-01,Minangkabau,2346.0
2012-07-01,Sultan Iskandar Muda,
2012-07-01,Ahmad Yani,
2012-07-01,Supadio,
2012-07-01,Hasanuddin,1073.0
2012-07-01,Sultan Badaruddin II,
2012-07-01,Pintu Udara Lainnya,2639.0
2012-07-01,Total,700362.0
2012-07-01,Bandara Int. Lombok,1219.0
2012-07-01,Jayapura,
2012-07-01,Tanjung Uban,28693.0
2012-07-01,Tanjung Pinang,7199.0
2012-07-01,Tanjung Balai Karimun,7994.0
2012-07-01,Tanjung Benoa,
2012-07-01,Tanjung Mas,
2012-07-01,Pintu Laut Lainnya,5819.0
2012-07-01,C. Pintu Darat,1741.0
2012-07-01,B. Pintu Laut,142341.0
2012-07-01,Atambua,
2012-07-01,Entikong,1741.0
2012-07-01,Nanga Badau,
2012-07-01,Pintu Darat Lainnya,
2012-07-01,Jumlah (A+B+C),664491.0
2012-07-01,Lainnya,35871.0
2012-07-01,Batam,92636.0
2012-07-01,Aruk,
2012-08-01,A. Pintu Udara,446606.0
2012-08-01,Ngurah Rai,253970.0
2012-08-01,Soekarno-Hatta,140077.0
2012-08-01,Juanda,16003.0
2012-08-01,Husein Sastranegara,7084.0
2012-08-01,Adi Sucipto,4910.0
2012-08-01,Kualanamu,14767.0
2012-08-01,Sultan Iskandar Muda,
2012-08-01,Minangkabau,1979.0
2012-08-01,Sultan Syarif Kasim II,1510.0
2012-08-01,Ahmad Yani,
2012-08-01,Supadio,
2012-08-01,Hasanuddin,1168.0
2012-08-01,Bandara Int. Lombok,996.0
2012-08-01,Pintu Udara Lainnya,2639.0
2012-08-01,Sam Ratulangi,1503.0
2012-08-01,Sultan Badaruddin II,
2012-08-01,B. Pintu Laut,148134.0
2012-08-01,Total,633005.0
2012-08-01,Tanjung Pinang,7805.0
2012-08-01,Tanjung Balai Karimun,7200.0
2012-08-01,Tanjung Benoa,
2012-08-01,Tanjung Mas,
2012-08-01,Pintu Laut Lainnya,4857.0
2012-08-01,C. Pintu Darat,3036.0
2012-08-01,Aruk,
2012-08-01,Tanjung Uban,32547.0
2012-08-01,Entikong,3036.0
2012-08-01,Nanga Badau,
2012-08-01,Pintu Darat Lainnya,
2012-08-01,Jumlah (A+B+C),597776.0
2012-08-01,Lainnya,35229.0
2012-08-01,Batam,95725.0
2012-08-01,Jayapura,
2012-08-01,Atambua,
2012-09-01,A. Pintu Udara,499071.0
2012-09-01,Ngurah Rai,255717.0
2012-09-01,Soekarno-Hatta,182214.0
2012-09-01,Juanda,16065.0
2012-09-01,Kualanamu,16585.0
2012-09-01,Husein Sastranegara,13577.0
2012-09-01,Adi Sucipto,4386.0
2012-09-01,Sultan Syarif Kasim II,1999.0
2012-09-01,Sam Ratulangi,1679.0
2012-09-01,Minangkabau,2169.0
2012-09-01,Sultan Iskandar Muda,
2012-09-01,Ahmad Yani,
2012-09-01,Supadio,
2012-09-01,Hasanuddin,1004.0
2012-09-01,Sultan Badaruddin II,
2012-09-01,Pintu Udara Lainnya,2639.0
2012-09-01,Jayapura,
2012-09-01,Bandara Int. Lombok,1037.0
2012-09-01,Total,683687.0
2012-09-01,Pintu Laut Lainnya,5876.0
2012-09-01,Tanjung Uban,25406.0
2012-09-01,Tanjung Pinang,6934.0
2012-09-01,Tanjung Balai Karimun,8402.0
2012-09-01,Tanjung Benoa,
2012-09-01,Tanjung Mas,
2012-09-01,C. Pintu Darat,1371.0
2012-09-01,B. Pintu Laut,142041.0
2012-09-01,Atambua,
2012-09-01,Entikong,1371.0
2012-09-01,Aruk,
2012-09-01,Nanga Badau,
2012-09-01,Pintu Darat Lainnya,
2012-09-01,Jumlah (A+B+C),642483.0
2012-09-01,Lainnya,41204.0
2012-09-01,Batam,95423.0
2012-10-01,Ngurah Rai,252716.0
2012-10-01,Soekarno-Hatta,184894.0
2012-10-01,Juanda,17394.0
2012-10-01,Kualanamu,15285.0
2012-10-01,Husein Sastranegara,7366.0
2012-10-01,Adi Sucipto,6205.0
2012-10-01,Bandara Int. Lombok,2251.0
2012-10-01,Sultan Iskandar Muda,
2012-10-01,Minangkabau,2224.0
2012-10-01,Sultan Syarif Kasim II,1846.0
2012-10-01,Ahmad Yani,
2012-10-01,Supadio,
2012-10-01,Hasanuddin,1130.0
2012-10-01,Sultan Badaruddin II,
2012-10-01,Pintu Udara Lainnya,2639.0
2012-10-01,A. Pintu Udara,495817.0
2012-10-01,B. Pintu Laut,151940.0
2012-10-01,Sam Ratulangi,1867.0
2012-10-01,Atambua,
2012-10-01,Tanjung Pinang,8168.0
2012-10-01,Tanjung Balai Karimun,7659.0
2012-10-01,Tanjung Benoa,
2012-10-01,Tanjung Mas,
2012-10-01,Pintu Laut Lainnya,5507.0
2012-10-01,C. Pintu Darat,1665.0
2012-10-01,Jayapura,
2012-10-01,Batam,102251.0
2012-10-01,Entikong,1665.0
2012-10-01,Aruk,
2012-10-01,Pintu Darat Lainnya,
2012-10-01,Jumlah (A+B+C),649422.0
2012-10-01,Lainnya,39014.0
2012-10-01,Total,688436.0
2012-10-01,Tanjung Uban,28355.0
2012-10-01,Nanga Badau,
2012-11-01,A. Pintu Udara,498838.0
2012-11-01,Ngurah Rai,237874.0
2012-11-01,Soekarno-Hatta,185112.0
2012-11-01,Juanda,19995.0
2012-11-01,B. Pintu Laut,149830.0
2012-11-01,Husein Sastranegara,14901.0
2012-11-01,Adi Sucipto,6598.0
2012-11-01,Sultan Iskandar Muda,
2012-11-01,Minangkabau,3637.0
2012-11-01,Sultan Syarif Kasim II,2421.0
2012-11-01,Ahmad Yani,
2012-11-01,Supadio,
2012-11-01,Hasanuddin,1440.0
2012-11-01,Sultan Badaruddin II,
2012-11-01,Pintu Udara Lainnya,2639.0
2012-11-01,Kualanamu,21112.0
2012-11-01,Bandara Int. Lombok,1745.0
2012-11-01,Sam Ratulangi,1364.0
2012-11-01,Jayapura,
2012-11-01,Batam,101881.0
2012-11-01,Tanjung Pinang,7985.0
2012-11-01,Tanjung Balai Karimun,8989.0
2012-11-01,Tanjung Benoa,
2012-11-01,Tanjung Mas,
2012-11-01,C. Pintu Darat,2761.0
2012-11-01,Total,694325.0
2012-11-01,Pintu Laut Lainnya,5972.0
2012-11-01,Atambua,
2012-11-01,Entikong,2761.0
2012-11-01,Nanga Badau,
2012-11-01,Pintu Darat Lainnya,
2012-11-01,Jumlah (A+B+C),651429.0
2012-11-01,Lainnya,42896.0
2012-11-01,Tanjung Uban,25003.0
2012-11-01,Aruk,
2012-12-01,Husein Sastranegara,18145.0
2012-12-01,A. Pintu Udara,519868.0
2012-12-01,Ngurah Rai,264366.0
2012-12-01,Soekarno-Hatta,177335.0
2012-12-01,Juanda,16955.0
2012-12-01,Kualanamu,21699.0
2012-12-01,Bandara Int. Lombok,2527.0
2012-12-01,Lainnya,47966.0
2012-12-01,Sultan Syarif Kasim II,2085.0
2012-12-01,Sultan Iskandar Muda,
2012-12-01,Ahmad Yani,
2012-12-01,Supadio,
2012-12-01,Hasanuddin,1405.0
2012-12-01,Pintu Udara Lainnya,2639.0
2012-12-01,Total,767614.0
2012-12-01,Minangkabau,4163.0
2012-12-01,Sultan Badaruddin II,
2012-12-01,Adi Sucipto,6938.0
2012-12-01,B. Pintu Laut,196679.0
2012-12-01,Tanjung Uban,31024.0
2012-12-01,Tanjung Pinang,10772.0
2012-12-01,Tanjung Balai Karimun,11105.0
2012-12-01,Tanjung Benoa,
2012-12-01,Tanjung Mas,
2012-12-01,Pintu Laut Lainnya,6410.0
2012-12-01,Jumlah (A+B+C),719648.0
2012-12-01,Jayapura,
2012-12-01,Sam Ratulangi,1611.0
2012-12-01,Entikong,3101.0
2012-12-01,Aruk,
2012-12-01,Nanga Badau,
2012-12-01,Pintu Darat Lainnya,
2012-12-01,Batam,137368.0
2012-12-01,C. Pintu Darat,3101.0
2012-12-01,Atambua,
2013-01-01,Kualanamu,14405.0
2013-01-01,Soekarno-Hatta,160998.0
2013-01-01,Juanda,16869.0
2013-01-01,Husein Sastranegara,13782.0
2013-01-01,Adi Sucipto,4251.0
2013-01-01,Bandara Int. Lombok,1077.0
2013-01-01,Sam Ratulangi,1108.0
2013-01-01,Ngurah Rai,229561.0
2013-01-01,Supadio,
2013-01-01,Sultan Iskandar Muda,
2013-01-01,Ahmad Yani,
2013-01-01,B. Pintu Laut,131189.0
2013-01-01,Hasanuddin,808.0
2013-01-01,Sultan Badaruddin II,
2013-01-01,Minangkabau,2307.0
2013-01-01,Sultan Syarif Kasim II,1550.0
2013-01-01,Pintu Udara Lainnya,2581.0
2013-01-01,C. Pintu Darat,1368.0
2013-01-01,Batam,89250.0
2013-01-01,A. Pintu Udara,449297.0
2013-01-01,Tanjung Pinang,5539.0
2013-01-01,Tanjung Balai Karimun,7599.0
2013-01-01,Tanjung Benoa,
2013-01-01,Tanjung Mas,
2013-01-01,Pintu Laut Lainnya,5880.0
2013-01-01,Tanjung Uban,22921.0
2013-01-01,Atambua,
2013-01-01,Jayapura,
2013-01-01,Nanga Badau,
2013-01-01,Pintu Darat Lainnya,
2013-01-01,Jumlah (A+B+C),581854.0
2013-01-01,Lainnya,32474.0
2013-01-01,Total,614328.0
2013-01-01,Entikong,1368.0
2013-01-01,Aruk,
2013-02-01,Bandara Int. Lombok,1734.0
2013-02-01,Ngurah Rai,236971.0
2013-02-01,Soekarno-Hatta,180453.0
2013-02-01,Kualanamu,16419.0
2013-02-01,Husein Sastranegara,11966.0
2013-02-01,Adi Sucipto,5558.0
2013-02-01,A. Pintu Udara,481181.0
2013-02-01,Juanda,16718.0
2013-02-01,Sultan Syarif Kasim II,1962.0
2013-02-01,Sultan Iskandar Muda,
2013-02-01,Ahmad Yani,
2013-02-01,Supadio,
2013-02-01,Hasanuddin,972.0
2013-02-01,Sultan Badaruddin II,
2013-02-01,B. Pintu Laut,158618.0
2013-02-01,Minangkabau,4295.0
2013-02-01,Pintu Udara Lainnya,2581.0
2013-02-01,Tanjung Mas,
2013-02-01,Batam,105380.0
2013-02-01,Tanjung Uban,27756.0
2013-02-01,Sam Ratulangi,1552.0
2013-02-01,Tanjung Balai Karimun,10330.0
2013-02-01,Tanjung Benoa,
2013-02-01,Pintu Laut Lainnya,6619.0
2013-02-01,C. Pintu Darat,2291.0
2013-02-01,Jayapura,
2013-02-01,Nanga Badau,
2013-02-01,Tanjung Pinang,8533.0
2013-02-01,Aruk,
2013-02-01,Entikong,2291.0
2013-02-01,Total,678410.0
2013-02-01,Lainnya,36320.0
2013-02-01,Atambua,
2013-02-01,Jumlah (A+B+C),642090.0
2013-02-01,Pintu Darat Lainnya,
2013-03-01,Ngurah Rai,247024.0
2013-03-01,Soekarno-Hatta,186548.0
2013-03-01,Juanda,19113.0
2013-03-01,Kualanamu,17932.0
2013-03-01,Husein Sastranegara,16745.0
2013-03-01,Adi Sucipto,6309.0
2013-03-01,Bandara Int. Lombok,2258.0
2013-03-01,A. Pintu Udara,507704.0
2013-03-01,Pintu Udara Lainnya,2581.0
2013-03-01,Minangkabau,4005.0
2013-03-01,Sultan Syarif Kasim II,2039.0
2013-03-01,Sultan Iskandar Muda,
2013-03-01,Ahmad Yani,
2013-03-01,Supadio,
2013-03-01,Hasanuddin,1455.0
2013-03-01,Sam Ratulangi,1695.0
2013-03-01,Sultan Badaruddin II,
2013-03-01,Tanjung Mas,
2013-03-01,B. Pintu Laut,174784.0
2013-03-01,C. Pintu Darat,2291.0
2013-03-01,Tanjung Uban,29844.0
2013-03-01,Tanjung Pinang,9823.0
2013-03-01,Tanjung Balai Karimun,9854.0
2013-03-01,Tanjung Benoa,
2013-03-01,Jayapura,
2013-03-01,Nanga Badau,
2013-03-01,Pintu Laut Lainnya,4992.0
2013-03-01,Aruk,
2013-03-01,Batam,120271.0
2013-03-01,Pintu Darat Lainnya,
2013-03-01,Jumlah (A+B+C),684779.0
2013-03-01,Lainnya,40433.0
2013-03-01,Total,725212.0
2013-03-01,Atambua,
2013-03-01,Entikong,2291.0
2013-04-01,Husein Sastranegara,13921.0
2013-04-01,A. Pintu Udara,467817.0
2013-04-01,Ngurah Rai,239400.0
2013-04-01,Soekarno-Hatta,162682.0
2013-04-01,Juanda,17674.0
2013-04-01,Kualanamu,15011.0
2013-04-01,Adi Sucipto,6595.0
2013-04-01,Sultan Badaruddin II,
2013-04-01,Sam Ratulangi,1763.0
2013-04-01,Minangkabau,2912.0
2013-04-01,Sultan Syarif Kasim II,1683.0
2013-04-01,Sultan Iskandar Muda,
2013-04-01,Ahmad Yani,
2013-04-01,Supadio,
2013-04-01,Hasanuddin,1311.0
2013-04-01,Pintu Udara Lainnya,2581.0
2013-04-01,Total,645908.0
2013-04-01,Bandara Int. Lombok,2284.0
2013-04-01,Jayapura,
2013-04-01,B. Pintu Laut,135951.0
2013-04-01,Tanjung Uban,22087.0
2013-04-01,Tanjung Pinang,7352.0
2013-04-01,Tanjung Balai Karimun,7591.0
2013-04-01,Tanjung Benoa,
2013-04-01,Pintu Laut Lainnya,5758.0
2013-04-01,C. Pintu Darat,1408.0
2013-04-01,Tanjung Mas,
2013-04-01,Atambua,
2013-04-01,Entikong,1408.0
2013-04-01,Nanga Badau,
2013-04-01,Pintu Darat Lainnya,
2013-04-01,Jumlah (A+B+C),605176.0
2013-04-01,Lainnya,40732.0
2013-04-01,Batam,93163.0
2013-04-01,Aruk,
