Tanggal,Pintu Masuk,Jumlah Kunjungan
2013-05-01,Adi Sucipto,7044.0
2013-05-01,A. Pintu Udara,503039.0
2013-05-01,Ngurah Rai,244874.0
2013-05-01,Soekarno-Hatta,179737.0
2013-05-01,Juanda,18128.0
2013-05-01,Husein Sastranegara,17968.0
2013-05-01,Kualanamu,20659.0
2013-05-01,Pintu Udara Lainnya,2581.0
2013-05-01,Minangkabau,4142.0
2013-05-01,Sultan Syarif Kasim II,2124.0
2013-05-01,Sultan Iskandar Muda,
2013-05-01,Ahmad Yani,
2013-05-01,Supadio,
2013-05-01,Hasanuddin,1655.0
2013-05-01,Bandara Int. Lombok,2434.0
2013-05-01,Sam Ratulangi,1693.0
2013-05-01,Sultan Badaruddin II,
2013-05-01,Tanjung Mas,
2013-05-01,Total,699864.0
2013-05-01,Tanjung Pinang,7921.0
2013-05-01,Tanjung Balai Karimun,8604.0
2013-05-01,Tanjung Benoa,
2013-05-01,B. Pintu Laut,154845.0
2013-05-01,Pintu Laut Lainnya,5256.0
2013-05-01,C. Pintu Darat,2009.0
2013-05-01,Aruk,
2013-05-01,Tanjung Uban,23729.0
2013-05-01,Entikong,2009.0
2013-05-01,Nanga Badau,
2013-05-01,Pintu Darat Lainnya,
2013-05-01,Jumlah (A+B+C),659893.0
2013-05-01,Lainnya,39971.0
2013-05-01,Batam,109335.0
2013-05-01,Jayapura,
2013-05-01,Atambua,
2013-06-01,Ngurah Rai,275452.0
2013-06-01,Soekarno-Hatta,211118.0
2013-06-01,Juanda,19898.0
2013-06-01,Kualanamu,20729.0
2013-06-01,Husein Sastranegara,16498.0
2013-06-01,Adi Sucipto,6538.0
2013-06-01,Pintu Udara Lainnya,2581.0
2013-06-01,Sultan Iskandar Muda,
2013-06-01,Minangkabau,3771.0
2013-06-01,Sultan Syarif Kasim II,1952.0
2013-06-01,Ahmad Yani,
2013-06-01,Supadio,
2013-06-01,Hasanuddin,2009.0
2013-06-01,Bandara Int. Lombok,2711.0
2013-06-01,A. Pintu Udara,564997.0
2013-06-01,Sam Ratulangi,1740.0
2013-06-01,Sultan Badaruddin II,
2013-06-01,Total,789276.0
2013-06-01,B. Pintu Laut,183730.0
2013-06-01,Tanjung Uban,30164.0
2013-06-01,Tanjung Pinang,10884.0
2013-06-01,Tanjung Balai Karimun,11074.0
2013-06-01,Tanjung Benoa,
2013-06-01,Tanjung Mas,
2013-06-01,C. Pintu Darat,2581.0
2013-06-01,Batam,126277.0
2013-06-01,Pintu Laut Lainnya,5331.0
2013-06-01,Entikong,2581.0
2013-06-01,Aruk,
2013-06-01,Nanga Badau,
2013-06-01,Pintu Darat Lainnya,
2013-06-01,Jumlah (A+B+C),751308.0
2013-06-01,Lainnya,37968.0
2013-06-01,Jayapura,
2013-06-01,Atambua,
2013-07-01,Ngurah Rai,297723.0
2013-07-01,Soekarno-Hatta,188800.0
2013-07-01,Bandara Int. Lombok,2444.0
2013-07-01,Juanda,16897.0
2013-07-01,Kualanamu,15677.0
2013-07-01,Husein Sastranegara,7667.0
2013-07-01,Adi Sucipto,6697.0
2013-07-01,Sultan Syarif Kasim II,1147.0
2013-07-01,Sam Ratulangi,1803.0
2013-07-01,Minangkabau,1985.0
2013-07-01,Sultan Iskandar Muda,
2013-07-01,Ahmad Yani,
2013-07-01,Supadio,
2013-07-01,Hasanuddin,1582.0
2013-07-01,A. Pintu Udara,545003.0
2013-07-01,Pintu Udara Lainnya,2581.0
2013-07-01,Sultan Badaruddin II,
2013-07-01,Jumlah (A+B+C),680883.0
2013-07-01,B. Pintu Laut,134321.0
2013-07-01,Total,717575.0
2013-07-01,Tanjung Uban,25067.0
2013-07-01,Tanjung Pinang,6799.0
2013-07-01,Tanjung Balai Karimun,5694.0
2013-07-01,Tanjung Benoa,
2013-07-01,Pintu Laut Lainnya,5705.0
2013-07-01,C. Pintu Darat,1559.0
2013-07-01,Tanjung Mas,
2013-07-01,Atambua,
2013-07-01,Entikong,1559.0
2013-07-01,Nanga Badau,
2013-07-01,Pintu Darat Lainnya,
2013-07-01,Lainnya,36692.0
2013-07-01,Batam,91056.0
2013-07-01,Jayapura,
2013-07-01,Aruk,
2013-08-01,Adi Sucipto,8219.0
2013-08-01,A. Pintu Udara,564762.0
2013-08-01,Ngurah Rai,309051.0
2013-08-01,Soekarno-Hatta,188854.0
2013-08-01,Juanda,18974.0
2013-08-01,Husein Sastranegara,8720.0
2013-08-01,Kualanamu,16275.0
2013-08-01,Bandara Int. Lombok,3246.0
2013-08-01,Minangkabau,3152.0
2013-08-01,Sultan Syarif Kasim II,2489.0
2013-08-01,Sultan Iskandar Muda,
2013-08-01,Ahmad Yani,
2013-08-01,Supadio,
2013-08-01,Hasanuddin,1579.0
2013-08-01,Pintu Udara Lainnya,2581.0
2013-08-01,Sam Ratulangi,1622.0
2013-08-01,Sultan Badaruddin II,
2013-08-01,Jumlah (A+B+C),734272.0
2013-08-01,Total,770238.0
2013-08-01,Tanjung Uban,32368.0
2013-08-01,Tanjung Pinang,8341.0
2013-08-01,Tanjung Balai Karimun,8690.0
2013-08-01,Tanjung Benoa,
2013-08-01,B. Pintu Laut,166472.0
2013-08-01,Pintu Laut Lainnya,4733.0
2013-08-01,C. Pintu Darat,3038.0
2013-08-01,Tanjung Mas,
2013-08-01,Atambua,
2013-08-01,Entikong,3038.0
2013-08-01,Nanga Badau,
2013-08-01,Pintu Darat Lainnya,
2013-08-01,Lainnya,35966.0
2013-08-01,Batam,112340.0
2013-08-01,Jayapura,
2013-08-01,Aruk,
2013-09-01,Ngurah Rai,305429.0
2013-09-01,Soekarno-Hatta,201336.0
2013-09-01,Pintu Udara Lainnya,2581.0
2013-09-01,Kualanamu,18307.0
2013-09-01,Husein Sastranegara,14658.0
2013-09-01,Adi Sucipto,6556.0
2013-09-01,Sam Ratulangi,1891.0
2013-09-01,Juanda,17250.0
2013-09-01,Sultan Syarif Kasim II,1924.0
2013-09-01,Sultan Iskandar Muda,
2013-09-01,Ahmad Yani,
2013-09-01,Supadio,
2013-09-01,Hasanuddin,1864.0
2013-09-01,Bandara Int. Lombok,3829.0
2013-09-01,A. Pintu Udara,578721.0
2013-09-01,Minangkabau,3096.0
2013-09-01,Sultan Badaruddin II,
2013-09-01,Jayapura,
2013-09-01,B. Pintu Laut,152985.0
2013-09-01,Tanjung Uban,23866.0
2013-09-01,Tanjung Pinang,7544.0
2013-09-01,Tanjung Balai Karimun,7996.0
2013-09-01,Tanjung Benoa,
2013-09-01,Tanjung Mas,
2013-09-01,C. Pintu Darat,1474.0
2013-09-01,Batam,108215.0
2013-09-01,Pintu Laut Lainnya,5364.0
2013-09-01,Entikong,1474.0
2013-09-01,Aruk,
2013-09-01,Nanga Badau,
2013-09-01,Pintu Darat Lainnya,
2013-09-01,Jumlah (A+B+C),733180.0
2013-09-01,Lainnya,36823.0
2013-09-01,Total,770003.0
2013-09-01,Atambua,
2013-10-01,Soekarno-Hatta,191460.0
2013-10-01,Juanda,19487.0
2013-10-01,Kualanamu,17404.0
2013-10-01,Husein Sastranegara,12072.0
2013-10-01,Adi Sucipto,7916.0
2013-10-01,Bandara Int. Lombok,5294.0
2013-10-01,A. Pintu Udara,531645.0
2013-10-01,Ahmad Yani,
2013-10-01,Sultan Syarif Kasim II,2113.0
2013-10-01,Sultan Iskandar Muda,
2013-10-01,Supadio,
2013-10-01,Hasanuddin,1422.0
2013-10-01,Sultan Badaruddin II,
2013-10-01,Sam Ratulangi,1923.0
2013-10-01,Ngurah Rai,266453.0
2013-10-01,Minangkabau,3520.0
2013-10-01,Pintu Udara Lainnya,2581.0
2013-10-01,B. Pintu Laut,148108.0
2013-10-01,Batam,103511.0
2013-10-01,Tanjung Balai Karimun,7795.0
2013-10-01,Tanjung Benoa,
2013-10-01,Tanjung Mas,
2013-10-01,Pintu Laut Lainnya,5407.0
2013-10-01,C. Pintu Darat,1559.0
2013-10-01,Jayapura,
2013-10-01,Nanga Badau,
2013-10-01,Tanjung Pinang,7549.0
2013-10-01,Aruk,
2013-10-01,Pintu Darat Lainnya,
2013-10-01,Jumlah (A+B+C),681312.0
2013-10-01,Lainnya,37897.0
2013-10-01,Total,719209.0
2013-10-01,Tanjung Uban,23846.0
2013-10-01,Atambua,
2013-10-01,Entikong,1559.0
2013-11-01,Ngurah Rai,296990.0
2013-11-01,Soekarno-Hatta,199511.0
2013-11-01,Juanda,22986.0
2013-11-01,B. Pintu Laut,171430.0
2013-11-01,Husein Sastranegara,18116.0
2013-11-01,Adi Sucipto,9482.0
2013-11-01,Kualanamu,24784.0
2013-11-01,Ahmad Yani,
2013-11-01,Sultan Syarif Kasim II,3559.0
2013-11-01,Sultan Iskandar Muda,
2013-11-01,Supadio,
2013-11-01,Hasanuddin,1554.0
2013-11-01,Sultan Badaruddin II,
2013-11-01,Bandara Int. Lombok,5386.0
2013-11-01,A. Pintu Udara,591980.0
2013-11-01,Minangkabau,5404.0
2013-11-01,Pintu Udara Lainnya,2581.0
2013-11-01,Sam Ratulangi,1627.0
2013-11-01,Batam,123835.0
2013-11-01,Tanjung Balai Karimun,8969.0
2013-11-01,Tanjung Benoa,
2013-11-01,Tanjung Mas,
2013-11-01,Pintu Laut Lainnya,5069.0
2013-11-01,C. Pintu Darat,2330.0
2013-11-01,Total,807305.0
2013-11-01,Aruk,
2013-11-01,Tanjung Pinang,8980.0
2013-11-01,Entikong,2330.0
2013-11-01,Nanga Badau,
2013-11-01,Pintu Darat Lainnya,
2013-11-01,Jumlah (A+B+C),765740.0
2013-11-01,Lainnya,41565.0
2013-11-01,Tanjung Uban,24577.0
2013-11-01,Jayapura,
2013-11-01,Atambua,
2013-12-01,Ngurah Rai,292961.0
2013-12-01,Soekarno-Hatta,189005.0
2013-12-01,Juanda,21047.0
2013-12-01,Kualanamu,27948.0
2013-12-01,Husein Sastranegara,24205.0
2013-12-01,Adi Sucipto,10855.0
2013-12-01,Bandara Int. Lombok,7683.0
2013-12-01,Ahmad Yani,
2013-12-01,Sultan Syarif Kasim II,3404.0
2013-12-01,Sultan Iskandar Muda,
2013-12-01,Supadio,
2013-12-01,Hasanuddin,1519.0
2013-12-01,Pintu Udara Lainnya,2581.0
2013-12-01,Total,861131.0
2013-12-01,A. Pintu Udara,588254.0
2013-12-01,Minangkabau,5546.0
2013-12-01,Lainnya,58069.0
2013-12-01,Sultan Badaruddin II,
2013-12-01,Sam Ratulangi,1500.0
2013-12-01,Tanjung Pinang,10328.0
2013-12-01,Tanjung Balai Karimun,10693.0
2013-12-01,Tanjung Benoa,
2013-12-01,Tanjung Mas,
2013-12-01,Pintu Laut Lainnya,5113.0
2013-12-01,Jumlah (A+B+C),803062.0
2013-12-01,Jayapura,
2013-12-01,Tanjung Uban,31929.0
2013-12-01,Entikong,2948.0
2013-12-01,Aruk,
2013-12-01,Nanga Badau,
2013-12-01,Pintu Darat Lainnya,
2013-12-01,Batam,153797.0
2013-12-01,C. Pintu Darat,2948.0
2013-12-01,B. Pintu Laut,211860.0
2013-12-01,Atambua,
2014-01-01,B. Pintu Laut,169926.0
2014-01-01,Soekarno-Hatta,187123.0
2014-01-01,Juanda,16870.0
2014-01-01,Kualanamu,19029.0
2014-01-01,Husein Sastranegara,16257.0
2014-01-01,Adi Sucipto,8855.0
2014-01-01,Bandara Int. Lombok,5105.0
2014-01-01,Sultan Iskandar Muda,
2014-01-01,Ngurah Rai,278685.0
2014-01-01,Sultan Syarif Kasim II,2399.0
2014-01-01,Ahmad Yani,
2014-01-01,Supadio,
2014-01-01,Hasanuddin,1707.0
2014-01-01,Sultan Badaruddin II,
2014-01-01,Pintu Udara Lainnya,1737.0
2014-01-01,Sam Ratulangi,1694.0
2014-01-01,C. Pintu Darat,1535.0
2014-01-01,Minangkabau,5497.0
2014-01-01,Entikong,1535.0
2014-01-01,A. Pintu Udara,544958.0
2014-01-01,Tanjung Pinang,8236.0
2014-01-01,Tanjung Balai Karimun,8329.0
2014-01-01,Tanjung Benoa,
2014-01-01,Tanjung Mas,
2014-01-01,Pintu Laut Lainnya,5496.0
2014-01-01,Jayapura,
2014-01-01,Batam,119054.0
2014-01-01,Atambua,
2014-01-01,Aruk,
2014-01-01,Nanga Badau,
2014-01-01,Pintu Darat Lainnya,
2014-01-01,Jumlah (A+B+C),716419.0
2014-01-01,Lainnya,36660.0
2014-01-01,Total,753079.0
2014-01-01,Tanjung Uban,28811.0
2014-02-01,Ngurah Rai,269367.0
2014-02-01,Soekarno-Hatta,180362.0
2014-02-01,Juanda,16476.0
2014-02-01,Kualanamu,17780.0
2014-02-01,Husein Sastranegara,14560.0
2014-02-01,Adi Sucipto,6132.0
2014-02-01,Bandara Int. Lombok,4862.0
2014-02-01,Sultan Iskandar Muda,
2014-02-01,Minangkabau,2889.0
2014-02-01,Sultan Syarif Kasim II,2117.0
2014-02-01,Ahmad Yani,
2014-02-01,Supadio,
2014-02-01,Hasanuddin,1213.0
2014-02-01,Sultan Badaruddin II,
2014-02-01,B. Pintu Laut,141922.0
2014-02-01,A. Pintu Udara,518574.0
2014-02-01,Pintu Udara Lainnya,1737.0
2014-02-01,Sam Ratulangi,1079.0
2014-02-01,Batam,97445.0
2014-02-01,Tanjung Pinang,6132.0
2014-02-01,Tanjung Balai Karimun,8388.0
2014-02-01,Tanjung Benoa,
2014-02-01,Tanjung Mas,
2014-02-01,Pintu Laut Lainnya,4867.0
2014-02-01,C. Pintu Darat,1609.0
2014-02-01,Jayapura,
2014-02-01,Tanjung Uban,25090.0
2014-02-01,Entikong,1609.0
2014-02-01,Aruk,
2014-02-01,Pintu Darat Lainnya,
2014-02-01,Jumlah (A+B+C),662105.0
2014-02-01,Lainnya,40406.0
2014-02-01,Total,702511.0
2014-02-01,Atambua,
2014-02-01,Nanga Badau,
2014-03-01,Ngurah Rai,268418.0
2014-03-01,Soekarno-Hatta,194720.0
2014-03-01,Juanda,18776.0
2014-03-01,Kualanamu,18493.0
2014-03-01,Husein Sastranegara,21463.0
2014-03-01,Adi Sucipto,8234.0
2014-03-01,Bandara Int. Lombok,5987.0
2014-03-01,Sultan Syarif Kasim II,2130.0
2014-03-01,Pintu Udara Lainnya,1737.0
2014-03-01,Minangkabau,4327.0
2014-03-01,Sultan Iskandar Muda,
2014-03-01,Ahmad Yani,
2014-03-01,Supadio,
2014-03-01,Hasanuddin,1159.0
2014-03-01,Sultan Badaruddin II,
2014-03-01,A. Pintu Udara,546784.0
2014-03-01,C. Pintu Darat,1699.0
2014-03-01,Sam Ratulangi,1340.0
2014-03-01,Atambua,
2014-03-01,Tanjung Uban,27009.0
2014-03-01,Tanjung Pinang,9057.0
2014-03-01,Tanjung Balai Karimun,8945.0
2014-03-01,Tanjung Benoa,
2014-03-01,Tanjung Mas,
2014-03-01,Pintu Laut Lainnya,8767.0
2014-03-01,Jayapura,
2014-03-01,B. Pintu Laut,175797.0
2014-03-01,Entikong,1699.0
2014-03-01,Aruk,
2014-03-01,Batam,122019.0
2014-03-01,Pintu Darat Lainnya,
2014-03-01,Jumlah (A+B+C),724280.0
2014-03-01,Lainnya,40706.0
2014-03-01,Total,764986.0
2014-03-01,Nanga Badau,
2014-04-01,A. Pintu Udara,530165.0
2014-04-01,Ngurah Rai,277925.0
2014-04-01,Soekarno-Hatta,180787.0
2014-04-01,Juanda,19145.0
2014-04-01,Kualanamu,15956.0
2014-04-01,Husein Sastranegara,13490.0
2014-04-01,Adi Sucipto,7569.0
2014-04-01,Sultan Syarif Kasim II,1907.0
2014-04-01,Sam Ratulangi,1079.0
2014-04-01,Minangkabau,3916.0
2014-04-01,Sultan Iskandar Muda,
2014-04-01,Ahmad Yani,
2014-04-01,Supadio,
2014-04-01,Hasanuddin,1241.0
2014-04-01,Sultan Badaruddin II,
2014-04-01,Pintu Udara Lainnya,1737.0
2014-04-01,Total,725934.0
2014-04-01,Bandara Int. Lombok,5413.0
2014-04-01,Jayapura,
2014-04-01,Tanjung Uban,24205.0
2014-04-01,Tanjung Pinang,8227.0
2014-04-01,Tanjung Balai Karimun,7621.0
2014-04-01,Tanjung Benoa,
2014-04-01,Tanjung Mas,
2014-04-01,Pintu Laut Lainnya,5182.0
2014-04-01,C. Pintu Darat,1430.0
2014-04-01,B. Pintu Laut,157164.0
2014-04-01,Atambua,
2014-04-01,Entikong,1430.0
2014-04-01,Nanga Badau,
2014-04-01,Pintu Darat Lainnya,
2014-04-01,Jumlah (A+B+C),688759.0
2014-04-01,Lainnya,37175.0
2014-04-01,Batam,111929.0
2014-04-01,Aruk,
2014-05-01,Pintu Udara Lainnya,1737.0
2014-05-01,A. Pintu Udara,551646.0
2014-05-01,Ngurah Rai,285965.0
2014-05-01,Soekarno-Hatta,184534.0
2014-05-01,Juanda,20299.0
2014-05-01,Husein Sastranegara,14588.0
2014-05-01,Adi Sucipto,8679.0
2014-05-01,Sultan Syarif Kasim II,2502.0
2014-05-01,Sam Ratulangi,1365.0
2014-05-01,Minangkabau,4573.0
2014-05-01,Sultan Iskandar Muda,
2014-05-01,Ahmad Yani,
2014-05-01,Supadio,
2014-05-01,Hasanuddin,1124.0
2014-05-01,Sultan Badaruddin II,
2014-05-01,Kualanamu,19781.0
2014-05-01,Bandara Int. Lombok,6499.0
2014-05-01,B. Pintu Laut,159893.0
2014-05-01,Jayapura,
2014-05-01,Total,751334.0
2014-05-01,Tanjung Uban,22204.0
2014-05-01,Tanjung Pinang,8041.0
2014-05-01,Tanjung Balai Karimun,8731.0
2014-05-01,Tanjung Benoa,
2014-05-01,Pintu Laut Lainnya,5594.0
2014-05-01,C. Pintu Darat,1785.0
2014-05-01,Tanjung Mas,
2014-05-01,Atambua,
2014-05-01,Entikong,1785.0
2014-05-01,Nanga Badau,
2014-05-01,Pintu Darat Lainnya,
2014-05-01,Jumlah (A+B+C),713324.0
2014-05-01,Lainnya,38010.0
2014-05-01,Batam,115323.0
2014-05-01,Aruk,
2014-06-01,Husein Sastranegara,16899.0
2014-06-01,A. Pintu Udara,616754.0
2014-06-01,Ngurah Rai,329654.0
2014-06-01,Soekarno-Hatta,208624.0
2014-06-01,Juanda,18685.0
2014-06-01,Kualanamu,19376.0
2014-06-01,Adi Sucipto,7061.0
2014-06-01,Sultan Badaruddin II,
2014-06-01,Sam Ratulangi,1487.0
2014-06-01,Minangkabau,3779.0
2014-06-01,Sultan Syarif Kasim II,2247.0
2014-06-01,Sultan Iskandar Muda,
2014-06-01,Ahmad Yani,
2014-06-01,Supadio,
2014-06-01,Hasanuddin,1134.0
2014-06-01,Pintu Udara Lainnya,1737.0
2014-06-01,Bandara Int. Lombok,6071.0
2014-06-01,Total,850745.0
2014-06-01,Jayapura,
2014-06-01,Pintu Laut Lainnya,4892.0
2014-06-01,Tanjung Uban,30867.0
2014-06-01,Tanjung Pinang,9773.0
2014-06-01,Tanjung Balai Karimun,10074.0
2014-06-01,Tanjung Benoa,
2014-06-01,Tanjung Mas,
2014-06-01,C. Pintu Darat,1703.0
2014-06-01,B. Pintu Laut,195824.0
2014-06-01,Atambua,
2014-06-01,Entikong,1703.0
2014-06-01,Aruk,
2014-06-01,Nanga Badau,
2014-06-01,Pintu Darat Lainnya,
2014-06-01,Jumlah (A+B+C),814281.0
2014-06-01,Lainnya,36464.0
2014-06-01,Batam,140218.0
2014-07-01,A. Pintu Udara,589071.0
2014-07-01,Ngurah Rai,358907.0
2014-07-01,Juanda,16174.0
2014-07-01,Kualanamu,16579.0
2014-07-01,Husein Sastranegara,6166.0
2014-07-01,Adi Sucipto,5394.0
2014-07-01,Pintu Udara Lainnya,1737.0
2014-07-01,Sultan Iskandar Muda,
2014-07-01,Minangkabau,3926.0
2014-07-01,Sultan Syarif Kasim II,1713.0
2014-07-01,Sultan Badaruddin II,
2014-07-01,Ahmad Yani,
2014-07-01,Supadio,
2014-07-01,Hasanuddin,1106.0
2014-07-01,Bandara Int. Lombok,6582.0
2014-07-01,Sam Ratulangi,1652.0
2014-07-01,Total,776974.0
2014-07-01,Soekarno-Hatta,169135.0
2014-07-01,Jayapura,
2014-07-01,B. Pintu Laut,151048.0
2014-07-01,Tanjung Pinang,7149.0
2014-07-01,Tanjung Balai Karimun,6343.0
2014-07-01,Tanjung Benoa,
2014-07-01,Tanjung Mas,
2014-07-01,Pintu Laut Lainnya,4458.0
2014-07-01,C. Pintu Darat,2488.0
2014-07-01,Aruk,
2014-07-01,Tanjung Uban,31102.0
2014-07-01,Entikong,2488.0
2014-07-01,Nanga Badau,
2014-07-01,Pintu Darat Lainnya,
2014-07-01,Jumlah (A+B+C),742607.0
2014-07-01,Lainnya,34367.0
2014-07-01,Batam,101996.0
2014-07-01,Atambua,
2014-08-01,Pintu Udara Lainnya,1737.0
2014-08-01,A. Pintu Udara,627366.0
2014-08-01,Soekarno-Hatta,218903.0
2014-08-01,Juanda,18239.0
2014-08-01,Husein Sastranegara,10545.0
2014-08-01,Adi Sucipto,8488.0
2014-08-01,Kualanamu,16901.0
2014-08-01,Sultan Iskandar Muda,
2014-08-01,Minangkabau,3364.0
2014-08-01,Sultan Syarif Kasim II,1823.0
2014-08-01,Ahmad Yani,
2014-08-01,Supadio,
2014-08-01,Hasanuddin,1625.0
2014-08-01,Bandara Int. Lombok,7259.0
2014-08-01,Sultan Badaruddin II,
2014-08-01,Sam Ratulangi,1854.0
2014-08-01,B. Pintu Laut,163879.0
2014-08-01,Ngurah Rai,336628.0
2014-08-01,Jayapura,
2014-08-01,Tanjung Pinang,8589.0
2014-08-01,Tanjung Balai Karimun,7545.0
2014-08-01,Tanjung Benoa,
2014-08-01,Tanjung Mas,
2014-08-01,Pintu Laut Lainnya,4902.0
2014-08-01,C. Pintu Darat,1568.0
2014-08-01,Aruk,
2014-08-01,Tanjung Uban,31388.0
2014-08-01,Entikong,1568.0
2014-08-01,Atambua,
2014-08-01,Batam,111455.0
2014-08-01,Lainnya,33081.0
2014-08-01,Total,825894.0
2014-08-01,Jumlah (A+B+C),792813.0
2014-08-01,Pintu Darat Lainnya,
2014-08-01,Nanga Badau,
2014-09-01,A. Pintu Udara,597470.0
2014-09-01,Ngurah Rai,352017.0
2014-09-01,Soekarno-Hatta,174169.0
2014-09-01,Juanda,17124.0
2014-09-01,Kualanamu,17792.0
2014-09-01,Husein Sastranegara,14068.0
2014-09-01,Adi Sucipto,5221.0
2014-09-01,Sam Ratulangi,1652.0
2014-09-01,Bandara Int. Lombok,6532.0
2014-09-01,Minangkabau,3857.0
2014-09-01,Sultan Iskandar Muda,
2014-09-01,Ahmad Yani,
2014-09-01,Supadio,
2014-09-01,Hasanuddin,1389.0
2014-09-01,Sultan Badaruddin II,
2014-09-01,Pintu Udara Lainnya,1737.0
2014-09-01,Sultan Syarif Kasim II,1912.0
2014-09-01,Jayapura,
2014-09-01,Total,790650.0
2014-09-01,B. Pintu Laut,156103.0
2014-09-01,Pintu Laut Lainnya,4248.0
2014-09-01,Tanjung Uban,23661.0
2014-09-01,Tanjung Pinang,7327.0
2014-09-01,Tanjung Balai Karimun,7777.0
2014-09-01,Tanjung Mas,
2014-09-01,C. Pintu Darat,1445.0
2014-09-01,Tanjung Benoa,
2014-09-01,Atambua,
2014-09-01,Entikong,1445.0
2014-09-01,Aruk,
2014-09-01,Nanga Badau,
2014-09-01,Pintu Darat Lainnya,
2014-09-01,Jumlah (A+B+C),755018.0
2014-09-01,Lainnya,35632.0
2014-09-01,Batam,113090.0
2014-10-01,Adi Sucipto,7932.0
2014-10-01,Ngurah Rai,339200.0
2014-10-01,Soekarno-Hatta,177274.0
2014-10-01,Juanda,17997.0
2014-10-01,Kualanamu,20946.0
2014-10-01,Husein Sastranegara,15018.0
2014-10-01,Bandara Int. Lombok,5438.0
2014-10-01,Pintu Udara Lainnya,1737.0
2014-10-01,Minangkabau,3515.0
2014-10-01,Sultan Syarif Kasim II,2334.0
2014-10-01,Sultan Iskandar Muda,
2014-10-01,Ahmad Yani,
2014-10-01,Supadio,
2014-10-01,Hasanuddin,1279.0
2014-10-01,Sultan Badaruddin II,
2014-10-01,A. Pintu Udara,594312.0
2014-10-01,B. Pintu Laut,172218.0
2014-10-01,Sam Ratulangi,1642.0
2014-10-01,Atambua,
2014-10-01,Tanjung Pinang,6716.0
2014-10-01,Tanjung Balai Karimun,8164.0
2014-10-01,Tanjung Benoa,
2014-10-01,Tanjung Mas,
2014-10-01,Pintu Laut Lainnya,5287.0
2014-10-01,C. Pintu Darat,1731.0
2014-10-01,Jayapura,
2014-10-01,Batam,126169.0
2014-10-01,Entikong,1731.0
2014-10-01,Aruk,
2014-10-01,Pintu Darat Lainnya,
2014-10-01,Jumlah (A+B+C),768261.0
2014-10-01,Lainnya,39980.0
2014-10-01,Total,808241.0
2014-10-01,Tanjung Uban,25882.0
2014-10-01,Nanga Badau,
2014-11-01,Ngurah Rai,293858.0
2014-11-01,Soekarno-Hatta,180208.0
2014-11-01,Juanda,18324.0
2014-11-01,B. Pintu Laut,167909.0
2014-11-01,Husein Sastranegara,16539.0
2014-11-01,Adi Sucipto,7172.0
2014-11-01,Kualanamu,22848.0
2014-11-01,Ahmad Yani,
2014-11-01,Sultan Syarif Kasim II,2776.0
2014-11-01,Sultan Iskandar Muda,
2014-11-01,Supadio,
2014-11-01,Hasanuddin,1337.0
2014-11-01,Sultan Badaruddin II,
2014-11-01,Bandara Int. Lombok,3748.0
2014-11-01,A. Pintu Udara,553480.0
2014-11-01,Minangkabau,3990.0
2014-11-01,Pintu Udara Lainnya,1737.0
2014-11-01,Pintu Laut Lainnya,5915.0
2014-11-01,Batam,123505.0
2014-11-01,Tanjung Balai Karimun,7938.0
2014-11-01,Tanjung Benoa,
2014-11-01,Tanjung Mas,
2014-11-01,Sam Ratulangi,943.0
2014-11-01,C. Pintu Darat,1936.0
2014-11-01,Total,764330.0
2014-11-01,Aruk,
2014-11-01,Tanjung Pinang,7818.0
2014-11-01,Entikong,1936.0
2014-11-01,Nanga Badau,
2014-11-01,Pintu Darat Lainnya,
2014-11-01,Jumlah (A+B+C),723325.0
2014-11-01,Lainnya,41005.0
2014-11-01,Tanjung Uban,22733.0
2014-11-01,Jayapura,
2014-11-01,Atambua,
2014-12-01,A. Pintu Udara,630352.0
2014-12-01,Ngurah Rai,341111.0
2014-12-01,Soekarno-Hatta,190598.0
2014-12-01,Juanda,19084.0
2014-12-01,Kualanamu,29243.0
2014-12-01,Husein Sastranegara,20799.0
2014-12-01,Adi Sucipto,8419.0
2014-12-01,Sultan Iskandar Muda,
2014-12-01,Minangkabau,6563.0
2014-12-01,Sultan Syarif Kasim II,3522.0
2014-12-01,Ahmad Yani,
2014-12-01,Supadio,
2014-12-01,Hasanuddin,1399.0
2014-12-01,Pintu Udara Lainnya,1737.0
2014-12-01,Lainnya,54940.0
2014-12-01,Bandara Int. Lombok,6385.0
2014-12-01,Sultan Badaruddin II,
2014-12-01,Total,915510.0
2014-12-01,B. Pintu Laut,226683.0
2014-12-01,Tanjung Uban,27909.0
2014-12-01,Tanjung Pinang,10607.0
2014-12-01,Tanjung Balai Karimun,10927.0
2014-12-01,Tanjung Benoa,
2014-12-01,Tanjung Mas,
2014-12-01,Pintu Laut Lainnya,5333.0
2014-12-01,Jumlah (A+B+C),860570.0
2014-12-01,Sam Ratulangi,1492.0
2014-12-01,Atambua,
2014-12-01,Entikong,3535.0
2014-12-01,Aruk,
2014-12-01,Nanga Badau,
2014-12-01,Pintu Darat Lainnya,
2014-12-01,Batam,171907.0
2014-12-01,C. Pintu Darat,3535.0
2014-12-01,Jayapura,
2015-01-01,Soekarno-Hatta,165746.0
2015-01-01,Juanda,15366.0
2015-01-01,Kualanamu,17286.0
2015-01-01,Husein Sastranegara,10373.0
2015-01-01,Adi Sucipto,4614.0
2015-01-01,Bandara Int. Lombok,2793.0
2015-01-01,Sam Ratulangi,2248.0
